Data.Temperature.Avg Temp,Data.Temperature.Max Temp,Data.Temperature.Min Temp,Data.Wind.Direction,Data.Wind.Speed
64,77,50,24,4.56
61,74,48,0,0
62,74,50,28,5.6
62,72,51,29,6.83
62,75,49,24,3.63
59,76,42,19,1.8
68,78,58,11,4.73
63,74,52,11,5.56
64,77,50,13,2.96
84,96,71,24,4.96
82,94,70,24,2.86
85,95,76,25,2.6
84,95,72,13,2.13
84,96,71,27,3.23
84,97,70,31,2.83
82,94,70,26,2.96
74,83,64,20,4.76
68,74,62,7,7.6
69,76,63,7,8.46
69,74,63,18,5.86
75,83,67,12,6.83
68,74,61,7,6.3
70,75,64,17,7.3
78,93,63,22,5.56
65,83,46,21,3.43
68,84,51,18,10.13
69,85,53,21,5.26
71,84,59,14,6.73
72,89,54,28,7.03
72,87,56,22,7.26
76,92,59,29,5.8
66,84,48,19,5.46
80,94,65,17,7.23
71,88,53,29,3.73
63,68,57,9,8.63
67,74,60,8,7.73
63,69,56,11,6.66
64,70,58,10,7.2
66,74,58,9,7
70,82,58,12,7.13
69,77,59,13,7.33
64,72,57,14,9.13
65,83,46,18,4.5
69,89,52,21,4.9
87,99,75,23,2.63
81,96,66,16,4.4
80,97,62,28,6.13
77,96,58,14,5.13
66,82,50,25,5.86
60,60,60,26,39.36
72,80,64,23,5.3
73,81,66,23,7.16
75,88,62,26,6.53
75,88,61,24,3.4
86,101,70,26,7.86
68,81,56,25,7.9
64,74,54,26,6.66
66,75,56,24,10.06
66,79,52,23,4.7
71,78,64,23,7.56
75,80,69,23,8.73
68,80,56,26,8.56
68,79,57,26,8.86
76,88,64,23,1.33
80,84,76,23,4.83
81,91,71,14,3.66
77,84,69,14,4.4
79,89,68,10,2.16
78,85,71,12,3.86
81,89,73,19,5.03
65,78,52,14,9.46
69,83,54,16,12.86
68,79,56,13,7.26
64,78,50,15,5.63
74,85,61,15,6.06
65,75,55,25,2.5
68,77,58,21,2.96
68,76,60,17,3.53
65,73,57,15,5.33
65,75,56,15,2.86
66,77,54,25,2.86
63,76,51,23,2.76
78,88,68,10,8.16
82,92,72,16,7.36
79,86,70,12,4.5
82,92,72,23,6.43
62,67,56,30,7.56
68,89,46,26,6.13
68,85,50,1,6.83
77,94,59,33,3.73
73,89,57,27,9.13
69,80,57,31,6.16
67,87,47,32,4.43
69,83,55,22,5.73
70,82,58,25,4.7
66,74,58,25,5
72,80,64,26,4.1
75,81,69,24,7.66
66,76,56,22,2.73
68,80,56,24,4.1
69,81,56,24,5.2
81,85,77,9,8.76
72,81,62,24,9.33
83,97,70,23,3.33
85,93,76,20,6.16
87,99,75,20,3.53
83,95,69,29,2.16
65,81,48,16,7.06
64,78,49,16,6.7
66,78,54,14,11.36
65,80,55,16,8.7
64,75,53,14,6.86
78,91,65,28,2.2
82,96,68,27,3.03
77,87,66,18,4.06
73,85,61,25,2.6
80,92,69,29,2.06
86,95,76,22,5.26
80,91,68,16,3.43
80,91,68,23,0.6
86,97,75,17,10.86
81,93,68,11,11.03
85,96,73,17,9.8
86,97,76,16,4.4
85,94,75,19,4.83
88,96,79,15,15.46
85,96,73,23,7.26
85,94,76,16,8.46
86,94,78,16,13
79,94,65,13,6.06
88,96,79,17,11.33
88,97,78,17,12.1
90,102,77,12,10
83,95,71,25,8.4
89,99,78,16,11.33
85,90,81,17,10.96
86,94,78,17,6.46
84,97,70,23,10.03
87,99,74,19,10.56
87,96,74,19,11.05
86,96,75,14,11.43
84,94,74,15,8.93
86,97,75,16,12.36
86,99,72,17,10.86
82,92,70,16,5.76
74,81,65,16,3.26
67,79,55,23,5.9
71,79,63,11,2.96
76,82,69,9,6.06
72,79,65,8,4.06
74,81,65,16,3.26
74,79,68,21,5.93
74,80,68,23,5.93
67,84,49,20,7.23
76,89,62,28,9.56
63,75,50,27,3.83
58,63,52,25,3.83
65,73,56,24,2.33
70,83,58,21,10.9
76,91,61,33,7.56
69,77,61,24,2.53
71,79,62,12,2
67,76,57,28,1.73
70,78,61,11,2.86
65,77,52,23,4.16
67,78,56,21,5.26
64,75,53,11,4.93
65,72,57,9,4.56
70,86,53,27,4.86
67,79,55,27,7.3
68,84,52,25,3.3
66,80,51,26,6.6
73,93,52,26,3.63
86,95,77,25,8.28
83,93,73,23,5.35
84,91,76,22,4.74
85,95,75,22,4.34
62,68,55,22,3.61
60,66,54,19,2.57
56,62,49,20,7.37
61,72,50,21,2.54
53,56,48,24,12.7
56,63,48,15,1.81
62,70,54,26,3.52
65,74,56,23,2.74
60,74,45,19,3.55
60,60,60,24,2.6
56,62,50,24,2.58
57,64,50,21,4.42
61,68,54,16,4.81
57,64,50,19,5.55
60,66,54,19,5.6
56,64,48,23,5.25
58,63,53,21,4.07
55,60,50,25,8.9
61,67,54,24,3.3
50,55,45,19,5.87
61,73,50,22,2.07
61,70,50,17,2.65
60,60,60,6,2.25
60,60,60,0,0
60,60,60,26,8.5
60,65,55,23,3.72
64,70,57,22,7.68
49,52,46,23,8.65
61,70,52,19,2.02
62,72,51,23,2.01
46,54,37,11,7.88
57,63,51,21,2.18
82,96,68,23,2.71
84,99,70,20,12.68
97,109,85,26,4.54
91,103,79,23,3.18
79,97,60,22,8.78
84,93,74,16,3.8
79,88,70,18,4.01
84,93,74,0,0
82,95,68,31,6.25
77,99,55,26,4.88
86,103,68,20,8.25
69,81,56,22,12.07
58,63,52,0,0
80,94,64,30,8.78
64,70,57,28,8.65
73,80,64,26,3.18
69,74,64,25,7.85
78,90,65,18,5.74
78,91,65,19,3.12
71,85,56,21,7.68
62,69,54,27,8.64
70,75,66,28,4.54
62,69,55,27,12.98
73,85,62,30,10.41
64,71,56,18,3.35
62,71,53,30,6.8
73,88,57,29,9.9
65,85,44,19,4.82
74,90,58,18,5.27
68,88,46,21,5.85
77,93,60,17,6.01
79,95,63,18,4.14
80,100,60,21,2.91
74,81,67,14,5.28
74,85,63,21,3.58
79,87,70,23,5.38
79,87,70,23,5.38
85,94,75,17,1.82
86,91,81,13,8.48
84,95,73,25,5.34
86,98,74,24,6.4
87,90,83,11,8.81
86,92,80,12,6.61
87,96,78,21,2.62
86,92,79,22,6.18
86,97,74,24,3.87
86,92,80,26,3.05
84,92,76,14,5.94
87,94,80,13,7.84
85,95,74,25,5.14
83,94,72,26,2.38
83,92,73,25,7.51
85,98,72,25,7.11
86,97,74,25,6.84
87,97,76,24,7.87
78,83,71,16,3.38
81,87,75,5,11.97
79,87,71,4,14.38
78,83,72,4,13.11
76,81,71,4,16.35
71,83,58,29,6.41
67,76,57,18,3.8
68,82,53,24,9.3
75,83,66,19,5.14
75,83,66,16,4.07
75,83,66,21,4.3
75,85,65,15,5.18
75,84,65,22,5.52
76,86,65,20,3.97
78,86,70,21,4
73,83,64,23,5.41
74,83,66,22,5.37
72,81,63,23,5.17
72,80,64,18,4.78
77,86,67,20,6.37
71,79,63,18,5.82
76,87,65,19,6.82
72,81,63,17,5.15
81,93,69,15,8
81,93,68,15,9.54
80,95,64,19,8.3
84,97,70,16,7.2
81,91,70,13,5.44
84,94,73,15,8.85
75,82,66,25,4.77
76,84,67,30,0.41
77,85,68,24,6.28
79,86,71,25,5.47
80,89,71,22,4.15
86,94,77,21,5.95
86,92,79,18,6.2
88,95,80,19,6.84
87,94,77,19,8.11
67,75,57,11,5.28
60,68,52,14,3.24
66,73,58,12,5.61
79,87,70,26,5.27
79,87,71,24,4.52
69,76,63,12,7.14
60,60,60,13,7.47
69,76,60,16,5.67
71,83,58,22,3.22
75,86,65,23,5.41
76,88,63,26,4.91
75,87,63,25,5.57
69,82,57,26,4.02
73,85,61,25,5.6
65,75,54,0,0
71,81,60,23,4.72
68,79,57,23,3.61
66,75,57,20,5.94
65,77,53,17,4.6
74,83,65,18,5.85
70,79,60,17,6.05
70,81,59,21,5.15
85,94,75,21,9.15
83,92,74,19,7.43
86,92,79,22,4.37
84,94,74,22,3.5
85,95,74,18,6.2
86,97,74,21,5.5
83,92,74,20,5.21
79,87,70,18,4.01
78,87,68,15,5.04
79,89,68,13,6.32
77,86,67,19,5.02
79,88,70,18,6.52
79,89,68,17,5.15
80,89,71,18,4.2
71,85,57,18,3.08
56,71,41,27,4.25
60,73,47,27,9.94
62,78,45,21,4.14
68,80,56,23,6.1
63,77,47,27,6.71
66,80,50,21,5.98
66,79,52,25,7.04
58,71,44,17,3.61
74,88,59,25,6.34
60,73,47,30,3.25
77,89,65,16,6.47
79,90,68,16,6.1
75,86,64,16,6.41
77,91,63,19,5.87
79,89,69,10,7.1
78,96,59,10,2.62
77,95,58,19,7.38
76,88,63,21,7.55
66,86,46,20,9.05
69,89,48,24,5.32
93,104,82,19,10.45
85,98,72,21,10.68
73,88,58,28,8.1
69,87,51,27,6.97
69,79,57,17,2.57
60,60,60,26,19.04
78,86,69,19,6
78,86,69,20,5.87
82,97,66,18,4.37
80,98,62,20,6.45
88,105,71,21,4.57
74,83,64,20,4.08
72,81,62,25,4.04
75,83,66,23,8.38
72,83,61,15,2.45
75,82,67,19,5.51
78,86,70,19,5.81
76,86,65,25,4.94
74,84,64,23,4.58
77,88,66,31,4.32
81,86,74,24,8.74
82,92,71,24,4.51
79,89,69,25,5.68
79,90,69,24,3.07
81,91,70,24,4.41
85,94,74,23,8.74
71,84,57,15,5.25
68,83,52,20,5.54
72,83,61,25,6.35
70,82,57,16,6.07
69,82,56,21,4.48
74,84,63,25,6.17
76,85,66,25,5.28
75,83,66,19,5.35
74,82,65,24,7.05
74,83,64,23,6.25
74,85,63,24,5.1
73,83,63,24,5.62
83,96,69,17,11.12
84,94,73,17,11.77
84,94,74,15,9.8
85,94,75,17,10.18
61,67,56,25,6.52
60,77,42,26,6.8
64,76,52,16,7.41
69,81,56,33,4.37
67,78,56,27,6.22
66,73,57,24,5.3
61,76,45,27,3.71
65,75,55,21,7.4
76,86,66,22,3.78
74,81,66,24,5.04
79,87,71,27,4.68
80,88,72,22,6.3
75,84,66,24,5.72
76,86,64,23,3.17
76,87,65,24,4.91
83,88,78,8,10.44
73,81,64,14,6.04
84,95,72,23,8.17
87,96,76,24,8.94
88,101,76,24,8.1
84,96,72,22,6.38
72,85,58,17,6.77
75,87,62,17,7.44
76,90,61,14,7.88
73,88,57,25,6.27
74,84,63,19,7.38
77,87,66,25,4.84
83,93,72,23,4.9
79,89,70,22,4.12
76,84,67,22,4.1
80,89,70,25,7.4
85,92,77,22,7.92
82,91,71,21,3.94
87,98,75,16,12.48
84,101,68,18,10.17
88,98,78,17,12.51
89,99,78,17,5.32
86,94,78,19,8.38
87,95,79,15,17.35
85,98,71,16,9.61
87,96,78,17,11.32
86,93,80,15,16.11
83,101,63,18,6.92
85,95,76,17,11.71
85,95,75,17,13.37
92,103,79,12,11.34
90,103,77,24,6.64
86,96,75,16,12.35
86,90,82,18,13.11
87,94,80,18,8.48
87,101,72,17,11.21
90,103,75,17,10.02
88,99,76,17,9.72
88,98,78,14,13.61
87,95,78,16,13.64
87,97,75,17,13.74
85,96,73,16,11.1
81,94,69,26,8.57
77,85,69,25,6.3
73,82,63,18,4.22
76,84,66,22,2.88
82,89,74,20,5.14
80,88,70,24,5.31
77,85,69,25,6.3
80,87,73,24,5.31
82,88,75,26,4.76
58,72,43,20,4.2
67,78,56,25,6.3
61,69,52,23,4.54
57,62,53,22,4.41
63,70,56,22,4.55
62,71,52,21,7.28
69,82,55,27,5.94
71,78,64,26,5.38
75,83,67,24,4.02
72,80,63,25,2.64
76,84,68,23,3.48
71,80,61,21,5.11
74,83,64,18,5.74
72,81,62,23,4.45
72,80,64,16,7.2
70,90,49,26,6.15
74,89,57,22,7.6
71,88,54,25,4.71
69,86,51,23,11.22
71,89,54,28,4.42
81,91,71,19,2.22
82,93,71,19,2.81
81,89,73,18,1.92
83,94,72,19,1.87
64,72,55,28,3.22
65,72,58,26,5.97
64,75,53,27,7.25
65,77,52,22,4.22
57,63,50,23,9.76
59,68,48,24,1.71
66,74,56,22,4.28
69,79,58,17,3.52
65,79,50,14,1.7
60,60,60,19,2.41
58,66,50,22,3.98
62,72,51,20,6.91
62,69,55,23,3.75
59,67,51,23,7.77
63,68,57,23,6.58
59,74,45,17,5.25
60,66,53,17,6.6
60,65,55,25,7.22
67,78,55,23,3.92
50,54,46,25,10.71
64,74,52,26,3.5
64,75,53,17,2.12
60,60,60,6,2.84
60,60,60,0,0
60,60,60,25,7.23
61,65,57,27,5.77
63,70,56,22,6.98
54,57,49,10,8.2
66,77,54,19,3.15
66,79,52,22,2.42
48,57,38,24,12.61
59,66,52,27,2.78
83,99,67,28,3.44
85,99,69,20,10.31
98,109,87,26,3.81
93,104,80,24,3.42
80,99,60,22,9.18
82,92,72,11,4.05
77,87,68,17,4.78
82,91,72,0,0
85,99,70,31,4.52
78,101,55,25,3.08
85,105,65,18,6.75
74,90,58,25,8.48
58,63,52,0,0
83,99,67,30,5.07
66,76,56,29,7.04
73,81,65,25,3.01
70,75,64,25,7.3
81,97,65,21,3.22
82,98,66,26,2.78
75,92,58,21,5.82
61,68,53,28,8.04
69,74,65,26,4.87
63,71,54,29,11.82
76,88,64,25,11.28
64,71,56,20,3.12
62,71,52,31,4.87
77,95,58,30,7.3
65,87,43,20,3.57
75,90,59,13,4.31
65,88,42,25,3.32
73,90,56,8,4.81
78,96,59,19,2.77
79,98,61,8,4.75
78,86,70,21,5.14
77,89,65,24,5.08
79,88,70,23,5.78
79,88,70,23,5.78
84,93,74,12,3.07
85,91,79,11,9.95
83,94,72,17,0.8
84,95,72,17,1.91
85,90,79,10,9.57
84,91,77,10,7.22
85,95,75,14,4.02
82,89,74,17,2.65
84,94,73,21,1.08
84,93,75,16,1.77
83,91,74,11,5.85
87,92,80,11,8.55
84,96,71,18,2.4
83,95,70,23,1.21
82,92,71,23,4.68
83,96,70,19,3.07
84,97,70,23,4.2
86,97,74,20,5.25
78,85,70,26,2.9
82,88,75,4,8.48
79,88,70,3,11.3
79,85,73,2,10.37
77,82,72,4,14.05
71,86,55,25,3.15
69,83,56,13,2.22
65,84,46,21,6.28
74,83,65,21,8.9
75,84,66,22,6.37
77,85,68,21,6.77
77,87,67,21,6.37
74,84,64,22,7.88
79,88,69,20,6.31
79,88,69,18,3.94
74,86,62,23,7.51
77,86,66,23,7.18
73,84,62,24,8.02
72,82,62,22,6.98
76,86,66,23,7.35
71,80,62,22,8.54
73,85,61,24,5.48
72,82,62,22,8.2
78,89,67,12,7.78
79,91,66,13,11.17
75,90,59,13,8.47
82,94,70,13,8.11
79,87,69,16,6.2
82,92,72,13,9.67
76,87,66,23,5.22
77,86,68,20,0.3
78,87,68,22,5.38
81,89,72,22,5.21
81,91,71,18,3.78
83,92,73,16,1.85
84,91,77,17,4.24
85,92,78,16,2.37
85,95,74,17,7.02
76,87,64,23,5.54
70,82,57,20,5.07
73,83,63,21,5.7
79,89,68,18,3.68
79,87,70,18,4.52
77,86,67,19,7.77
60,60,60,21,8.4
73,82,64,26,7.5
69,81,58,20,6.45
77,86,67,19,7.9
76,87,65,24,7.58
74,84,63,25,7.38
68,79,58,22,7.71
73,84,62,23,8.31
65,74,54,0,0
72,82,62,22,9.68
67,76,58,20,6.75
65,74,57,21,9
65,74,55,25,5.57
74,82,66,24,9.7
71,79,62,23,9.34
69,76,61,22,8.74
83,93,72,19,4.68
82,92,72,18,3.14
82,90,75,20,2.82
82,91,72,15,1.78
83,94,72,17,3.75
84,96,72,19,3.17
82,92,71,14,3.38
81,90,71,19,4.94
79,88,69,21,6.58
78,87,69,16,7.6
78,87,68,16,6.91
78,87,69,16,8.47
78,86,69,17,6.22
82,91,73,21,7.34
68,81,54,19,8.8
56,72,40,25,2.68
59,72,46,29,7.58
60,76,44,14,3.92
64,75,54,26,8.37
62,76,47,19,5.64
63,75,52,22,7.55
64,79,49,28,6.37
60,75,45,19,3.35
68,81,54,23,10.94
61,76,46,27,2.91
75,86,63,11,4.41
77,87,66,18,5.94
72,84,61,19,6
71,84,58,12,5.5
76,87,66,16,6.41
72,86,56,15,6.25
70,87,54,14,8.98
71,85,55,22,7.52
64,88,40,19,6.65
68,90,44,24,3.2
94,106,82,17,6.74
85,101,68,19,7.8
74,92,56,28,4.97
67,90,44,17,4.3
75,88,62,22,3.72
60,60,60,27,24.2
82,86,68,21,3.75
80,89,71,18,5.2
83,97,68,19,4.92
79,97,60,13,7.31
88,106,69,15,5.08
75,85,65,26,5.65
72,83,61,22,4.97
75,83,66,22,8.52
73,84,61,17,3.95
77,85,69,22,6.25
82,88,74,18,5.94
75,86,63,22,6.48
73,85,63,16,4.14
75,85,64,28,2.22
82,88,75,21,5.94
81,93,69,22,2.35
81,90,71,23,3.47
78,89,68,27,1.58
81,91,71,21,2.72
82,90,74,20,4.04
68,79,58,23,8.88
64,76,51,22,9.94
68,76,59,24,9.25
67,76,58,25,9.18
67,77,56,22,8.77
76,87,65,18,6.8
77,88,67,18,7.65
77,87,66,22,5.78
75,85,65,23,7.32
75,86,64,22,7.54
75,86,63,19,6.55
74,85,61,17,6.54
82,93,70,15,11.72
83,92,73,15,12.47
82,91,72,15,12.27
84,93,74,15,10.51
62,68,56,27,6.15
63,84,40,27,4.07
65,78,51,17,5.3
71,87,55,32,4.48
68,83,53,27,4.41
67,75,58,31,4.87
62,81,43,32,4.24
66,77,55,31,4.97
78,89,66,21,3.5
76,84,67,17,6.64
80,89,71,22,4.07
81,90,71,18,5.8
76,87,66,22,5.31
76,88,65,19,3.95
78,89,66,18,3.68
83,88,78,7,8.81
76,86,66,21,5.45
83,95,70,23,3.24
86,96,77,20,5.45
86,98,73,20,3.71
81,93,69,16,1.67
67,80,54,21,7.98
70,84,56,23,8.2
72,86,58,26,8.54
69,84,53,25,5.98
72,84,59,23,7.35
76,88,64,25,1.51
83,93,71,24,2.05
79,88,70,19,3.97
75,85,65,22,2.14
80,90,69,24,3.01
84,93,74,17,5.24
81,91,71,16,3.44
87,99,75,16,13.31
85,100,69,17,10.55
87,99,75,16,11.6
89,100,77,16,5.64
85,94,76,18,6.1
87,95,79,14,14.4
85,98,72,15,10.62
87,97,77,16,10.25
86,93,78,15,13.98
82,101,64,13,9.01
87,96,77,16,12.55
86,96,77,17,12.84
90,103,77,12,12.77
91,104,76,23,5.85
87,97,77,16,13.07
86,91,81,17,12.1
87,96,78,17,7.07
88,103,73,17,13.32
90,104,76,16,13.18
89,101,75,16,10.65
88,98,77,14,13.04
86,96,76,16,11.35
88,98,77,17,14.27
85,97,74,15,12.81
77,91,61,20,2.35
78,88,67,23,2.18
75,85,64,15,5.51
77,88,66,18,1.52
83,90,74,18,5.87
80,89,70,18,4.64
78,88,67,23,2.18
80,87,73,19,6.84
82,91,73,18,5.32
62,77,47,14,3.74
70,83,57,27,5.3
62,73,50,24,3.11
59,65,53,24,3.07
66,75,57,26,4.78
66,77,54,16,5.27
70,86,54,30,5.21
73,82,63,20,3.24
77,87,66,18,2.27
73,84,61,25,1.85
77,87,67,20,2.98
70,80,60,23,7.78
76,85,66,23,8.75
73,82,63,23,6.55
75,83,66,23,9.9
66,86,46,18,6.72
65,83,53,20,7.07
69,85,51,28,4.37
64,83,45,24,9.24
66,84,48,22,5.62
84,93,75,15,0.91
85,97,73,19,1.08
83,92,74,15,1.85
85,96,75,19,1.75
65,71,58,23,3.92
60,63,56,15,6.25
55,59,51,25,10.97
57,67,47,16,2.88
56,60,51,21,11.84
57,64,51,12,2.9
55,59,50,25,4.52
58,64,52,17,5.07
59,68,51,25,5.4
60,60,60,17,6.02
59,65,53,24,5.7
61,68,54,26,9.38
59,63,53,12,9.37
61,68,54,20,7.14
60,63,56,16,9.7
60,67,52,25,9.3
66,72,59,25,10.28
57,62,53,24,8.7
56,59,52,25,4.92
52,56,48,27,5.78
58,65,50,28,3.17
61,69,53,14,2.52
60,60,60,13,1.55
60,60,60,0,0
60,60,60,16,11.32
59,61,56,21,6.58
61,66,56,22,10.3
53,56,50,27,10.32
63,70,55,22,2.12
59,64,53,21,4.35
37,42,32,17,12.81
57,61,53,13,4.82
81,96,66,25,1.8
89,102,75,19,8.24
98,109,87,16,4.1
91,103,79,20,3.37
78,95,60,20,3.01
88,98,77,9,2.41
83,93,72,16,1.97
86,95,76,0,0
84,98,69,31,3.67
78,103,55,25,2.85
88,107,68,19,7.57
74,90,58,24,7.95
60,64,54,0,0
82,98,65,31,6.57
66,74,57,28,7.24
78,89,67,24,3.54
74,81,67,24,5.24
79,95,61,18,5.55
80,96,64,20,3.37
75,92,58,21,5.64
63,72,54,28,8.37
72,78,66,27,5.81
62,69,55,27,15.51
80,92,67,26,9.61
69,81,57,18,2.8
63,73,51,31,4.95
76,94,57,29,7.7
69,87,51,27,2.21
77,93,62,17,3.82
69,88,49,19,2.61
80,95,63,20,5.38
80,93,67,15,5.21
84,101,66,24,3.01
80,89,70,24,6.54
78,92,62,27,6.81
80,90,69,21,5.25
80,90,69,21,5.25
83,92,74,8,3.87
84,89,79,9,8.37
83,95,71,11,1.72
83,94,71,11,3.27
83,88,77,10,8.11
84,90,77,9,6.92
84,93,74,10,3.94
85,92,77,18,2.1
85,95,75,13,1.58
84,92,75,12,2.04
83,90,75,9,5.38
85,91,79,10,7.21
83,96,71,16,1.22
84,97,70,24,0.51
84,94,73,22,2.18
83,96,70,17,1.54
84,96,72,19,1.81
85,95,74,19,2.82
79,84,72,18,5.47
81,86,75,10,9.85
81,88,74,7,10.77
81,86,75,10,10.32
78,84,73,5,13.45
76,92,60,31,3.95
74,89,58,25,2.87
73,92,54,25,7.44
80,90,70,20,4.84
80,89,71,15,4.28
81,90,71,19,4.67
82,91,73,18,5.07
78,88,69,20,4.42
82,91,73,20,3.5
81,90,73,16,1.81
78,89,67,23,5.04
80,88,72,23,4.48
77,87,66,26,4.38
77,86,68,16,5.61
82,90,73,19,7.77
76,84,67,21,5.8
83,92,74,17,8.35
78,86,69,20,6.38
84,94,74,16,11.32
84,97,70,18,11.8
83,100,67,16,6.75
88,101,73,17,8.57
86,95,76,14,7.24
88,101,74,17,11.5
80,90,69,23,3.08
80,89,70,23,0.34
81,91,70,23,2.35
84,92,75,17,2.17
84,93,74,18,1.34
85,94,75,9,2.15
86,94,76,11,1.95
87,94,80,14,2.45
88,99,76,17,2.1
75,86,63,26,6.51
68,79,57,26,6.01
73,85,61,25,5.65
80,92,68,20,3.9
81,90,71,16,3.61
80,91,68,27,8.78
60,60,60,27,10.28
74,85,62,27,10.12
72,86,59,16,4.8
80,90,69,25,5.47
79,92,67,22,5.9
77,88,67,20,5.65
72,84,60,20,4.85
78,88,66,26,6.05
71,83,59,0,0
76,85,65,23,6.01
70,80,59,24,5.27
72,83,60,22,7.55
69,81,55,22,5.32
80,89,70,18,6.31
77,84,69,19,6.8
75,85,64,17,5.17
86,96,75,19,1.38
85,95,74,11,1.02
84,91,76,17,2.21
83,93,74,17,1.17
85,96,74,19,1.05
86,98,74,20,1.52
84,94,75,18,1.08
83,92,73,14,1.9
83,93,73,18,4.81
84,92,75,18,8.18
83,93,73,18,4.92
85,95,75,19,5.21
84,93,75,19,7.27
86,95,76,17,3.71
77,93,61,14,3.42
65,85,45,24,3.12
67,84,50,25,9.92
69,88,50,20,4.45
74,88,60,19,5.91
71,89,52,23,5.2
73,89,56,19,5.24
75,92,58,22,5.07
66,84,47,14,2.91
81,97,65,18,7.11
70,87,52,27,3.77
83,94,71,16,7.94
83,93,73,15,9.91
80,89,71,18,8.37
80,92,67,14,4.61
83,91,76,13,10.51
80,97,62,15,5.52
80,96,63,20,6.17
81,95,65,19,6.98
71,92,51,19,8.92
70,94,46,20,4
98,110,85,20,6.51
88,104,72,21,8.41
74,92,56,27,5.02
69,93,44,23,5
73,88,57,27,5.08
60,60,60,28,35.44
79,88,68,20,5.74
82,92,72,22,8.25
82,97,67,20,2.42
82,98,65,21,10.14
86,102,69,15,7.87
74,86,61,27,5.65
73,85,61,25,5.51
75,85,65,24,8.31
71,85,57,21,3.8
79,88,69,25,7.7
84,92,76,22,8.47
75,87,62,25,7.17
74,84,63,23,6.22
77,88,66,29,2.12
81,87,75,19,5.34
83,94,71,20,2.97
82,93,72,20,3.28
80,91,69,23,1.24
82,92,72,18,4.08
81,91,72,20,3.6
77,89,64,17,6.44
73,89,58,20,7.23
76,87,64,18,6.05
73,83,62,14,6.02
77,91,62,21,6.38
78,89,66,27,5.32
79,89,68,18,5.42
79,89,69,23,3.75
78,87,69,23,5.11
77,88,67,22,5.65
77,88,66,23,4.02
74,87,60,22,4.05
87,99,73,18,13.67
85,97,71,18,9.04
88,99,78,16,9.97
89,98,79,18,8.08
63,70,56,27,6.35
64,86,41,23,4.35
67,80,53,20,6.34
73,89,57,31,4.27
71,85,56,24,5.01
70,80,60,30,4.24
66,84,47,32,3.64
69,81,56,25,4.47
77,91,63,27,3.97
74,84,64,24,5.54
80,91,69,22,3.08
82,92,72,22,6.71
78,88,66,25,4.14
77,90,62,23,4.67
77,91,62,25,2.9
84,89,78,8,9.1
77,89,66,26,7.98
84,95,71,21,1.9
84,93,75,19,3.05
85,97,73,19,3.04
82,93,71,16,2.15
78,90,65,12,6.05
81,93,68,16,7.55
83,97,68,18,9.21
79,95,62,18,6.81
80,88,71,16,8.04
80,94,65,20,0.9
86,97,74,24,2.2
82,92,72,18,1.15
79,89,68,26,1.27
84,95,72,24,2.57
86,95,77,16,2.02
85,95,74,16,1.24
87,98,75,15,9.81
83,97,69,17,12.85
86,99,73,15,5.42
89,100,77,14,2.34
85,94,76,15,3.12
86,95,77,10,7.71
86,98,73,17,8.47
87,97,76,16,5.02
86,94,77,12,8.02
83,100,65,20,10.65
90,98,81,16,7.15
89,98,79,16,8.11
90,101,78,12,10.71
89,102,76,17,3.47
90,99,80,15,7.8
86,91,81,14,7.58
88,97,78,14,2.72
84,97,71,17,10.58
87,99,74,15,11.54
87,100,74,15,6.87
87,97,77,14,7.97
86,98,73,13,5.72
88,99,77,17,7.78
85,98,72,15,9.48
87,99,74,20,8.75
81,93,69,20,2.68
72,83,61,27,5.17
79,90,67,16,1.74
81,91,73,14,5.67
81,91,70,18,3.92
81,93,69,20,2.68
81,88,73,18,5.5
84,93,73,14,4.67
63,82,45,20,1.4
71,84,58,27,4.6
65,76,53,23,2.84
62,69,55,25,3.62
68,77,59,28,5.25
69,81,55,18,3.87
71,87,54,28,3.84
74,85,63,21,2.3
79,90,66,24,1.15
73,86,59,29,1.37
80,91,68,19,1.4
75,86,64,21,5.17
79,88,69,19,5.18
77,87,67,21,3.64
80,89,69,19,5.15
77,94,59,16,8.71
75,89,60,25,7.01
76,93,58,19,3.9
71,88,52,24,7.67
76,96,55,26,3.52
83,91,74,24,4.4
83,92,73,20,3.78
82,90,74,19,4.01
85,95,74,20,3.77
61,66,56,15,6.15
62,68,55,23,3.44
58,64,52,14,11.38
55,65,45,19,3.47
54,61,47,24,7.67
55,60,50,12,3.37
59,66,52,18,4.15
61,68,54,16,2.94
58,67,49,16,7.82
60,60,60,14,3.02
58,62,52,16,3.17
58,63,53,15,4.85
57,61,53,11,7.7
59,65,53,12,10.77
61,65,56,21,5.82
61,67,54,17,5.58
56,61,51,19,4.08
54,58,49,29,9.9
59,66,52,18,5.05
51,57,45,18,6.14
60,71,50,20,3.05
60,67,52,12,4.3
60,60,60,15,1.51
60,60,60,0,0
60,60,60,30,6.55
58,61,55,21,3.6
59,63,55,22,11.14
53,57,49,28,10.95
61,67,54,17,3.08
58,68,49,17,3.31
43,49,36,21,10.1
55,59,51,15,4.54
80,93,67,16,2.17
89,102,75,19,6.37
97,107,85,24,4.91
89,101,75,13,1.85
82,99,65,22,4.67
83,93,73,13,2.21
79,89,69,16,2.42
82,91,73,0,0
92,107,77,32,4.38
84,106,61,27,1.72
93,111,75,19,5.27
78,97,58,30,6.65
58,62,52,0,0
90,107,73,30,4.15
